Dependents,ApplicantIncome,CoapplicantIncome,LoanAmount,Loan_Amount_Term,Credit_History,Loan_Status,TotalIncome,IncomeLoanRatio,Loan_Amount_Term_Years,Good_Credit_History,Log_TotalIncome,Log_LoanAmount,Gender_Male,Married_Yes,Education_Not Graduate,Self_Employed_Yes,Property_Area_Semiurban,Property_Area_Urban
2,-0.3609822856041582,-0.31507814767157505,-0.9013993572321825,0.2732312961117544,1.0,Y,-0.484194998190855,0.11619095304891558,0.2732312961117546,1,-0.7356598287064678,-1.2304204768512392,True,True,False,False,False,True
2,-0.4756599662075529,0.07481680665529297,-0.4373275261287717,0.2732312961117544,1.0,Y,-0.4160139079269639,-0.3034940347626332,0.2732312961117546,1,-0.5394109044656444,-0.3376983189723734,True,True,False,False,False,True
2,-0.38178809337077413,2.2178710029817448,0.6455067464458534,0.2732312961117544,1.0,Y,0.6437371746065607,0.13483165262067365,0.2732312961117546,1,1.1977708126399784,0.8915255855732974,True,True,False,False,False,True
0,-0.5816549081366906,0.41682992448587897,-0.3778311375257703,0.2732312961117544,1.0,N,-0.3613140786925241,-0.2667692959181175,0.2732312961117546,1,-0.3958481411060278,-0.24705640690654598,True,False,False,False,False,False
2,-0.6724141010713773,-0.18306108418896885,-1.532061076423997,-3.4548579441686273,1.0,Y,-0.718954888531298,2.219911437418694,-3.4548579441686265,1,-1.638412776683009,-4.0287039344433495,True,True,False,False,False,True
0,-0.07428808409567142,-0.5544873301529852,-0.2469390825991673,0.2732312961117544,1.0,Y,-0.3214901236974786,-0.3080727591869974,0.2732312961117546,1,-0.2979650130571582,-0.06078440959636888,True,False,False,False,False,True
1,-0.29610748343423776,-0.5544873301529852,-0.5444210256141742,-1.5908133240284363,1.0,Y,-0.5313019332822706,-0.4079224289835091,-1.590813324028436,1,-0.8846440990943638,-0.5117562072339227,True,False,True,False,False,True
0,-0.31019645562265485,-0.5544873301529852,-0.8300036909085807,0.2732312961117544,0.0,N,-0.5446282372883947,-0.1372511172011024,0.2732312961117546,0,-0.9290812655143675,-1.06499678892756,False,False,False,False,False,True
0,-0.08460907534997694,-0.5544873301529852,-0.1517448608343651,0.2732312961117544,1.0,N,-0.3312524161670812,-0.3844312685166209,0.2732312961117546,1,-0.32148134907660947,0.06473873732769238,True,True,True,False,False,False
0,-0.45927744040706797,0.6425585822540657,-0.36593185980517007,0.2732312961117544,1.0,Y,-0.14328954687139978,0.05263842225495622,0.2732312961117546,1,0.08557077061692125,-0.22940168825346138,True,True,False,False,False,True
0,0.369678365097471,-0.5544873301529852,-0.49682391473177306,0.2732312961117544,0.0,N,0.09844340951875936,0.6049718523073698,0.2732312961117546,0,0.5036780921355968,-0.43255762089003547,True,True,True,False,False,True
1,0.09035630019920242,1.3693364576440608,2.013923684314885,0.2732312961117544,1.0,Y,0.7058749409606977,-0.37967384414833033,0.2732312961117546,1,1.2624809178721577,1.814093782899674,True,True,False,False,False,True
0,-0.45927744040706797,0.09909973802126458,-0.3540325820845698,0.2732312961117544,0.0,N,-0.38951625693804265,-0.3278747639624527,0.2732312961117546,0,-0.4684639433886089,-0.2118985141187817,True,True,True,False,True,False
2,-0.33395111803335803,0.10115181672824809,-0.4016296929669709,0.2732312961117544,0.0,N,-0.2700443919529063,-0.105820309103561,0.2732312961117546,0,-0.17878066492478206,-0.2828311362010103,True,True,True,False,False,False
1,-0.27628462721565095,0.44590103950147875,0.06244213813643986,0.2732312961117544,1.0,N,-0.05930284022815217,-0.18842809474994238,0.2732312961117546,1,0.2418602377772303,0.3217492871772336,True,True,False,False,True,False
0,0.6809463553066852,-0.5544873301529852,0.5384132469604509,0.2732312961117544,1.0,Y,0.392861753840107,-0.023149891561898714,0.2732312961117546,1,0.910510462046154,0.7981150277780172,True,True,False,True,True,False
0,-0.4266762140641029,0.216068224319325,-0.2826369157609681,0.2732312961117544,1.0,Y,-0.3056845073181221,-0.25959669553467635,0.2732312961117546,1,-0.260518130254981,-0.10992190212549849,True,True,False,False,True,False
2,-0.19289757089118253,-0.19879368760917582,-0.4254282484081714,0.2732312961117544,1.0,Y,-0.2725237043261387,-0.08688832159229552,0.2732312961117546,1,-0.1843504955503294,-0.3192447336033025,True,True,True,False,False,True
0,-0.6489870891766838,-0.5544873301529852,-1.317874077453192,0.2732312961117544,1.0,N,-0.8650793615286826,-0.2871945584998324,0.2732312961117546,1,-2.5618781788730405,-2.6153024818266064,True,False,True,False,False,True
2,-0.2708783937014909,0.15792599428812537,-0.3064354712021687,0.2732312961117544,1.0,Y,-0.18466307209971547,-0.06613680288982358,0.2732312961117546,1,0.003396579660454203,-0.14335063876429482,False,False,False,False,True,False
1,-0.2027270863714735,0.5977548638182589,0.6574060241664537,0.2732312961117544,1.0,N,0.07907378160288123,-0.36187189936740743,0.2732312961117546,1,0.47346911108213885,0.9016452453828202,True,True,False,False,False,True
0,-0.36638851911831827,-0.5544873301529852,-0.8538022463497813,0.2732312961117544,1.0,N,-0.5977784962895644,-0.2283137277783805,0.2732312961117546,1,-1.117853901304618,-1.1186606035515918,True,False,False,False,False,True
1,-0.11655500066092261,-0.5544873301529852,-0.4730253592905725,0.2732312961117544,1.0,N,-0.3614690357158511,-0.1842760324609637,0.2732312961117546,1,-0.3962393847692768,-0.394082757437591,True,False,False,True,False,False
0,-0.3118347082027033,0.015648537270601597,-0.3778311375257703,0.2732312961117544,1.0,Y,-0.28786444963551416,-0.15498716612517818,0.2732312961117546,1,-0.21919464795577362,-0.24705640690654598,True,True,False,False,True,False
3,1.162592613840943,0.4715520233387727,2.0734200729178864,0.2732312961117544,1.0,N,1.313306472402636,-0.0639673874375549,0.2732312961117546,1,1.797834077927739,1.8461055434247569,True,False,False,False,False,False
0,-0.512520649258644,0.152453784402836,-0.21124124943736647,0.2732312961117544,1.0,Y,-0.4157039938803099,-0.46067233390502904,0.2732312961117546,1,-0.53856507205709,-0.012803201343461017,True,True,False,False,False,True
0,-0.5857505395868119,-0.09960988343830587,-0.5444210256141742,0.2732312961117544,0.0,N,-0.5991731094995075,-0.525532527944748,0.2732312961117546,0,-1.1230780929548332,-0.5117562072339227,True,True,False,False,False,True
0,-0.28447589011589347,-0.055490191238160284,-0.020852805907762065,0.2732312961117544,1.0,Y,-0.2942176875919222,-0.41476311085349515,0.2732312961117546,1,-0.2338209296897931,0.22561194869847703,False,True,False,False,True,False
0,-0.2027270863714735,1.9114272494055395,0.45511830291624894,0.2732312961117544,1.0,Y,0.6742637082019846,0.29416181918549816,0.2732312961117546,1,1.229846063481042,0.7223835077197738,True,False,False,False,False,True
0,-0.2712060442175006,0.015990550388432185,-0.4254282484081714,0.2732312961117544,1.0,Y,-0.24928015082708493,-0.05023948784218704,0.2732312961117546,1,-0.13278489857427755,-0.3192447336033025,True,False,True,False,True,False
0,-0.2954521824022184,-0.5544873301529852,-0.7824065800261797,0.2732312961117544,1.0,N,-0.5306821051889625,-0.1681672906647582,0.2732312961117546,1,-0.882603196270768,-0.9617287853353964,True,False,False,False,False,True
0,-0.5903376468109477,-0.13962541822448443,-1.1750827448059888,0.2732312961117544,1.0,Y,-0.6216418778819263,0.32884688626049674,0.2732312961117546,1,-1.209361195186551,-2.0286878774554675,True,False,False,False,False,True
0,-0.4920424920080379,-0.5544873301529852,-0.841902968629181,0.2732312961117544,1.0,Y,-0.7166305331813926,-0.5170813336190065,0.2732312961117546,1,-1.6269046830757703,-1.0916521654395093,True,True,False,False,False,True
0,-0.23958776942256466,0.24445531309926363,-0.13984558311376483,0.2732312961117544,1.0,Y,-0.11586215374251632,-0.112520787389964,0.2732312961117546,1,0.1380867458972512,0.07989945598767988,True,True,False,False,True,False
0,-0.11606352488690806,-0.5544873301529852,-0.5920181364965753,0.2732312961117544,1.0,Y,-0.36100416464587004,-0.06083616437735585,0.2732312961117546,1,-0.3950659037666142,-0.594155590493605,True,True,True,True,False,True
0,-0.3265789814231398,-0.5544873301529852,-0.6872123582613775,0.2732312961117544,1.0,Y,-0.5601239396210973,-0.33440932880164176,0.2732312961117546,1,-0.9821419385032523,-0.7696709506980769,False,False,False,False,False,True
1,0.04022577124971845,-0.5544873301529852,-1.2107805779677896,0.2732312961117544,1.0,Y,-0.21317516439188808,2.0309744831589684,0.2732312961117546,1,-0.055451993749438724,-2.160288844874668,True,True,False,False,False,True
0,0.06840371562655258,-0.5544873301529852,-0.020852805907762065,0.2732312961117544,1.0,Y,-0.18652255637963977,-0.28477348880052455,0.2732312961117546,1,-0.0003844143860791762,0.22561194869847703,True,True,False,False,False,True
0,-0.45190530379684973,0.6220377951842305,-0.3064354712021687,0.2732312961117544,0.0,N,-0.14561390222130513,-0.00965519530535917,0.2732312961117546,0,0.08105045457412062,-0.14335063876429482,False,True,False,False,False,True
0,-0.22992207920027855,0.22359251291159787,-0.020852805907762065,0.2732312961117544,1.0,Y,-0.11617206778917037,-0.1998594047544113,0.2732312961117546,1,0.1375016567967157,0.22561194869847703,False,False,False,False,True,False
0,-0.5693680137863268,0.00778223556049812,-0.5444210256141742,0.2732312961117544,1.0,Y,-0.5350209018421191,-0.4143668179676866,0.2732312961117546,1,-0.8969373810003096,-0.5117562072339227,False,True,True,False,True,False
0,-0.3796583650167111,-0.5544873301529852,-0.3064354712021687,0.2732312961117544,1.0,Y,-0.6103300151790534,-0.6818311522331737,0.2732312961117546,1,-1.1654154640025738,-0.14335063876429482,False,False,False,False,True,False
0,-0.19224226985916312,-0.5544873301529852,-0.4016296929669709,0.2732312961117544,1.0,N,-0.4330591804929367,-0.3583015843051927,0.2732312961117546,1,-0.5865421043226392,-0.2828311362010103,False,False,False,False,True,False
2,-0.1290057202692912,-0.5544873301529852,-0.13984558311376483,0.2732312961117544,1.0,N,-0.37324576948870497,-0.4461989171352102,0.2732312961117546,1,-0.42622049363217274,0.07989945598767988,True,True,False,False,False,True
1,0.9987673558360934,-0.5544873301529852,1.6688446304174769,0.2732312961117544,0.0,N,0.6934783790945357,-0.2868113277605408,0.2732312961117546,0,1.2497519725162192,1.6178093218591358,False,True,False,True,False,True
2,-0.4415843125425442,-0.1553580216446914,-0.580118858775975,0.2732312961117544,1.0,Y,-0.4880689237740306,-0.30115435689743614,0.2732312961117546,1,-0.7474658493558628,-0.5732414864740824,True,True,False,False,True,False
0,-0.5359476611533376,-0.010344459684522937,-0.5920181364965753,0.2732312961117544,1.0,Y,-0.5116223913197384,-0.33259671221011844,0.2732312961117546,1,-0.8209277303784762,-0.594155590493605,True,True,False,False,True,False
0,-0.3337872927753532,0.19794152907430393,-0.12794630539316454,0.2732312961117544,1.0,N,-0.22603659732803116,-0.26357522351990137,0.2732312961117546,1,-0.08262786220786601,0.09494828640563074,True,True,False,False,False,False
1,0.4384849734595078,0.21504218496583322,0.40752119203384785,0.2732312961117544,1.0,Y,0.5121786618019164,0.1742889509419946,0.2732312961117546,1,1.0527444747128432,0.6778110824203202,True,True,False,False,False,True
2,-0.3352617200973968,0.4233281737246601,-0.020852805907762065,0.2732312961117544,1.0,Y,-0.12531453216546487,-0.21089449497185775,0.2732312961117546,1,0.12015712290778575,0.22561194869847703,True,True,True,False,False,True
0,-0.4756599662075529,0.743794465131919,-0.3064354712021687,0.2732312961117544,1.0,Y,-0.11291797029930285,0.037636944378458465,0.2732312961117546,1,0.14363581420004165,-0.14335063876429482,True,True,False,False,False,True
3,-0.38899640472298747,-0.5544873301529852,-0.5563203033347744,0.2732312961117544,1.0,Y,-0.6191625655086939,-0.5520377628042547,0.2732312961117546,1,-1.1996388581059778,-0.532045999180452,True,True,False,False,False,True
0,-0.4578030130850243,0.6251159132447058,0.2290320262248437,-2.5228356340985316,0.0,N,-0.1497977418511348,-0.3837850865081336,-2.522835634098531,0,0.07288573837873774,0.5014094565867142,True,True,True,True,False,False
1,-0.07510721038569566,-0.5544873301529852,-0.21124124943736647,0.2732312961117544,0.0,N,-0.32226490881411374,-0.3339014610680261,0.2732312961117546,0,-0.29982042609416903,-0.012803201343461017,True,True,False,False,False,False
0,-0.2027270863714735,-0.5544873301529852,-0.3540325820845698,0.2732312961117544,0.0,N,-0.4429764299858663,-0.40784439863256106,0.2732312961117546,0,-0.6145310567710509,-0.2118985141187817,False,False,False,False,True,False
0,0.052840316116091864,1.0170629462785572,1.3356648542406693,0.2732312961117544,1.0,N,0.5107840485919731,-0.2927849599655235,0.2732312961117546,1,1.0511440563537995,1.4084864903813301,True,True,False,False,True,False
0,-0.3609822856041582,0.21641023743715557,-0.23503980487856702,-2.5228356340985316,0.0,N,-0.24339178394065797,-0.20883563255039903,-2.522835634098531,0,-0.1199482972196264,-0.04466490062062163,True,False,True,False,False,True
1,0.8758984123324562,-0.5544873301529852,1.9782258511530841,0.2732312961117544,1.0,Y,0.5772606115992669,-0.44206430768322896,0.2732312961117546,1,1.1259205445315268,1.7946426916899505,True,True,False,False,False,True
3,0.2779362206147552,-0.5544873301529852,-0.2469390825991673,-4.386880254238722,1.0,Y,0.01166747645562532,0.15469148284810155,-4.386880254238721,1,0.3642900822894511,-0.06078440959636888,True,True,True,True,False,True
0,-0.18077450179882365,-0.5544873301529852,-0.11604702767256427,0.2732312961117544,0.0,N,-0.4222121888600449,-0.5222907337294714,0.2732312961117546,0,-0.5564098884049444,0.10988686799186656,False,False,False,False,True,False
0,-0.3596716835401194,0.4941248891155914,0.31232697026904566,0.2732312961117544,1.0,Y,-0.1163270248124974,-0.3899706459895312,0.2732312961117546,1,0.13720904232290485,0.5856323478224004,True,True,False,False,False,True
2,-0.5780507524605839,0.08678726577936348,-0.580118858775975,0.2732312961117544,1.0,Y,-0.5074385516899087,-0.3357463683452426,0.2732312961117546,1,-0.8076620787293439,-0.5732414864740824,True,True,True,True,True,False
0,-0.3118347082027033,-0.5544873301529852,-0.7705073023055794,-0.6587910139583409,1.0,Y,-0.546177807521665,-0.2159398896723521,-0.6587910139583406,1,-0.9343188678287386,-0.9367087503711017,True,False,False,False,True,False
3,-0.10623400940661709,-0.5544873301529852,-0.6039174142171756,0.2732312961117544,0.0,N,-0.3517067432462485,-0.030212427232492456,0.2732312961117546,0,-0.3717524023880279,-0.6152864248387256,True,True,True,False,True,False
3,-0.02251930256613895,0.052243940878474296,0.49081613607804975,0.2732312961117544,1.0,Y,0.002370055056003815,-0.35794413569132416,0.2732312961117546,1,0.3487082991358969,0.7551848680986367,True,True,False,True,True,False
0,-0.2708783937014909,-0.5544873301529852,-0.3897304152463706,2.1372759162519452,1.0,N,-0.5074385516899087,-0.48139694286232215,2.1372759162519452,1,-0.8076620787293439,-0.26486531719390427,True,False,False,False,False,True
0,-0.2708783937014909,1.0700749795422981,0.35992408115144675,0.2732312961117544,1.0,N,0.22860730911346044,-0.07112725252416977,0.2732312961117546,1,0.6947293160283451,0.6322425432713717,True,False,False,False,False,True
1,-0.7213978532148273,0.4790763119310456,-0.4254282484081714,0.2732312961117544,1.0,N,-0.4652902413449579,-0.3908293161598611,0.2732312961117546,1,-0.6791109736865549,-0.3192447336033025,True,True,False,True,False,True
3,-0.36638851911831827,0.8135651411693586,0.40752119203384785,-0.6587910139583409,0.0,N,0.022049597018536,-0.299639188572805,-0.6587910139583406,0,0.38153489926033285,0.6778110824203202,True,True,False,False,True,False
3,-0.3391935262895132,0.18631308306806402,-0.18744269399616592,0.2732312961117544,1.0,Y,-0.23641871789094185,-0.23508203066518926,0.2732312961117546,1,-0.10486220676508555,0.018568298456255856,True,True,True,True,True,False
0,-0.25515116893302536,-0.5544873301529852,-0.41352897068757116,0.2732312961117544,1.0,Y,-0.4925626774505143,-0.44222057958159056,0.2732312961117546,1,-0.7612566073414835,-0.300956653470836,False,False,False,False,True,False
1,-0.49286161829806213,-0.5544873301529852,-0.21124124943736647,0.2732312961117544,1.0,Y,-0.7174053182980277,-0.8699971919707746,0.2732312961117546,1,-1.6307327064059896,-0.012803201343461017,True,True,False,True,True,False
2,-0.6594719056889942,0.088839344486347,0.2528305816660443,0.2732312961117544,1.0,N,-0.583522450143478,-0.8474083403402295,0.2732312961117546,1,-1.065286591874432,0.525830194774769,False,True,False,False,False,True
0,0.09772843680942066,0.21504218496583322,1.4189597982848712,0.2732312961117544,1.0,N,0.18986805328170417,-0.5323746439432998,0.2732312961117546,1,0.6399168020640469,1.4628659067907284,True,True,False,False,True,False
1,-0.23188798229633673,-0.5544873301529852,-1.1393849116441879,-1.5908133240284363,1.0,Y,-0.4705587801380767,0.747181646193505,-1.590813324028436,1,-0.694696257532366,-1.905067770582251,True,True,False,False,False,True
0,-0.4976125507802028,0.3111478710762279,-0.11604702767256427,0.2732312961117544,1.0,Y,-0.32970284593381094,-0.4041102828234649,0.2732312961117546,1,-0.31772843110058746,0.10988686799186656,True,False,False,False,True,False
2,-0.3391935262895132,0.12953890550818672,-0.5563203033347744,0.2732312961117544,1.0,Y,-0.262141583763228,0.07281019310159347,0.2732312961117546,1,-0.1611387455899825,-0.532045999180452,True,True,True,False,True,False
0,-0.4756599662075529,0.16989645341219586,-0.49682391473177306,0.2732312961117544,1.0,Y,-0.37293585544205093,-0.1807372589135255,0.2732312961117546,1,-0.4254252133570736,-0.43255762089003547,True,True,False,False,True,False
0,0.5181040488498647,-0.5544873301529852,0.7644995236518561,0.2732312961117544,1.0,Y,0.2388344726530441,-0.2725062694640925,0.2732312961117546,1,0.708930926577632,0.9905308203319032,True,False,False,False,False,True
0,0.047761733117941525,0.8706813318470665,0.34802480343084646,0.2732312961117544,1.0,Y,0.4396587748848686,0.14614550894920808,0.2732312961117546,1,0.9676158918402913,0.6206894966924292,True,True,False,False,True,False
0,-0.4006279980413318,0.43735071155571414,-0.17554341627556563,0.2732312961117544,1.0,Y,-0.18078914651653985,-0.16994790571867766,0.2732312961117546,1,0.0112487344733001,0.03407489232129134,True,True,False,False,True,False
2,0.13868475131063304,1.3792548380611478,0.50271541379865,-2.5228356340985316,1.0,Y,0.7560810165186539,0.3346314392859353,-2.522835634098531,1,1.3131493702771235,0.7660024386492361,True,True,False,False,True,False
2,-0.3490230417698042,0.06797654429868126,-0.7705073023055794,0.2732312961117544,1.0,Y,-0.299331269361714,0.3109183810752429,0.2732312961117546,1,-0.24567851324070122,-0.9367087503711017,True,True,True,False,False,True
0,-0.20813331988563355,-0.5544873301529852,-0.2826369157609681,0.2732312961117544,1.0,Y,-0.4480900117556581,-0.46222601163303983,0.2732312961117546,1,-0.6291312951538419,-0.10992190212549849,True,False,False,False,True,False
0,-0.2921756772421214,-0.5544873301529852,-1.4368668546591947,-3.4548579441686273,1.0,Y,-0.5275829647224219,2.4024508209048108,-3.4548579441686265,1,-0.872432568628603,-3.2788736632267335,True,False,True,False,True,False
0,0.22583978856921302,-0.5544873301529852,-0.21124124943736647,0.2732312961117544,1.0,N,-0.03760885696236866,0.05229769880191456,0.2732312961117546,1,0.2801578120547918,-0.012803201343461017,True,False,False,False,False,True
0,-0.4782811703356305,0.2328268670930237,-0.10414774995196399,0.2732312961117544,1.0,Y,-0.3469030755231107,-0.4329489178465801,0.2732312961117546,1,-0.3598220731085559,0.12471680438712059,False,True,False,False,True,False
0,-0.5613405761440893,-0.213500251675891,-1.1393849116441879,0.2732312961117544,1.0,Y,-0.6276852017916802,0.20796951104190994,0.2732312961117546,1,-1.233277306476143,-1.905067770582251,True,True,False,False,True,False
0,-0.19912293069536682,-0.5544873301529852,-0.36593185980517007,-2.5228356340985316,1.0,Y,-0.4395673754726717,-0.3943762492653314,-2.522835634098531,1,-0.6048616598995563,-0.22940168825346138,True,True,True,False,True,False
0,-0.5970544823891465,0.6565811200851197,-0.17554341627556563,0.2732312961117544,1.0,Y,-0.2672551655330198,-0.28459212111333493,0.2732312961117546,1,-0.17253473330269467,0.03407489232129134,True,True,False,False,True,False
2,-0.18274040489488186,0.5615014733282169,-0.1517448608343651,-2.5228356340985316,1.0,Y,0.08155309397611364,0.15473324567452607,-2.522835634098531,1,0.4773637087806303,0.06473873732769238,True,True,True,False,False,True
0,-0.09181738670219032,0.7472145963102249,0.06244213813643986,0.2732312961117544,1.0,Y,0.2516959055891872,0.1696647664933866,0.2732312961117546,1,0.7266360154111589,0.3217492871772336,True,False,False,False,True,False
0,1.35099166054652,-0.5544873301529852,-0.21124124943736647,0.2732312961117544,1.0,Y,1.0266359792476396,1.4961822006999839,0.2732312961117546,1,1.5644552107025487,-0.012803201343461017,True,True,False,False,False,True
0,-0.1231080109811166,0.6709456710340044,-0.21124124943736647,0.2732312961117544,1.0,Y,0.1875436979317988,0.3577671486065004,0.2732312961117546,1,0.6365754374134076,-0.012803201343461017,True,True,False,False,True,False
0,-0.26006592667317086,-0.2966094393087234,0.16953563762184234,0.2732312961117544,1.0,Y,-0.38037379256174814,-0.6036990970209463,0.2732312961117546,1,-0.4446076515741594,0.43904657575501027,True,True,False,False,False,True
1,-0.38522842378887595,-0.20221381878748168,-0.5444210256141742,0.2732312961117544,1.0,Y,-0.4559928199453364,-0.2774235520539152,0.2732312961117546,1,-0.6519261378068031,-0.5117562072339227,True,True,False,False,False,True
2,0.9851698594216909,-0.16938055947574543,0.9429886894608602,0.2732312961117544,1.0,Y,0.8550985544246229,0.1316608903375176,0.2732312961117546,1,1.4091585606709875,1.1305703164157326,True,True,False,False,False,True
0,0.31610750572988516,-0.5544873301529852,-0.3064354712021687,0.2732312961117544,1.0,N,0.04777246289082217,0.2700632422557988,0.2732312961117546,1,0.42357592360439517,-0.14335063876429482,True,False,True,False,False,False
2,-0.26268713080124845,0.6767598940371243,0.8358951899754578,0.2732312961117544,0.0,N,0.058154583453732846,-0.44867254765227504,0.2732312961117546,0,0.44027535901543985,1.047705797711511,True,True,False,False,False,True
3,-0.5459410018916334,-0.2966094393087234,-0.6158166919377758,2.1372759162519452,1.0,Y,-0.6507737982674069,-0.5670394806783648,2.1372759162519452,1,-1.3276297319599675,-0.6366385284875709,True,True,True,False,True,False
0,-0.014328039665896469,-0.5544873301529852,-0.11604702767256427,0.2732312961117544,1.0,Y,-0.2647758531597874,-0.32116621426464304,0.2732312961117546,1,-0.1670005731478291,0.10988686799186656,True,False,False,False,False,True
0,-0.40537893052347246,0.24342927374577186,-0.08034919451076344,0.2732312961117544,1.0,Y,-0.2731435324194468,-0.35417699204463365,0.2732312961117546,1,-0.18574559694810766,0.15405698348110242,False,True,False,False,True,False
0,-0.3000392896263542,0.8525546366020454,0.07434141585704014,0.2732312961117544,0.0,N,0.10247229212526202,-0.011118654325404752,0.2732312961117546,0,0.5098996064645056,0.3351205302800961,True,True,True,False,False,False
1,0.33543888617445744,-0.5544873301529852,-0.21124124943736647,0.2732312961117544,1.0,Y,0.06605739164341112,0.19294399055640035,0.2732312961117546,1,0.45288584531487747,-0.012803201343461017,False,False,False,True,True,False
0,-0.05790555829518646,-0.5544873301529852,-0.3302340266433692,0.2732312961117544,1.0,Y,-0.3059944213647761,-0.22261014266888748,0.2732312961117546,1,-0.2612450907262738,-0.17733654659761747,True,False,False,False,True,False
1,1.5038406262650446,-0.5544873301529852,0.4670175806368492,-2.5228356340985316,1.0,Y,1.1712108820117542,0.7527995113796775,-2.522835634098531,1,1.685857291308732,0.7333760263436212,True,True,False,False,False,False
0,-0.36638851911831827,0.22632861785424258,0.09813997129824069,0.2732312961117544,1.0,Y,-0.24401161203396607,-0.4199277020104848,0.2732312961117546,1,-0.12129530049037261,0.3616028150499546,False,True,False,False,True,False
1,-0.5225139899969399,-0.07635299142582604,-0.7229101914231782,0.2732312961117544,1.0,Y,-0.5288226209090382,-0.23446095882606532,0.2732312961117546,1,-0.876494062408193,-0.839590049589066,True,True,False,False,False,True
0,0.02695592535132563,0.17810476824012994,0.34802480343084646,0.2732312961117544,1.0,N,0.10619126068511063,-0.1854598022460909,0.2732312961117546,1,0.5156238936088886,0.6206894966924292,True,True,False,False,False,False
0,0.8198701740947977,-0.5544873301529852,1.3475641319612697,0.2732312961117544,1.0,Y,0.5242653096214243,-0.2878667670231464,0.2732312961117546,1,1.06655664840245,1.4163443315754325,False,False,False,False,False,True
0,0.04317462589380574,0.3576616551011876,0.40752119203384785,0.2732312961117544,1.0,Y,0.20288444324117427,-0.12478173083844804,0.2732312961117546,1,0.6585169102808528,0.6778110824203202,True,True,False,False,False,False
0,-0.2027270863714735,-0.5544873301529852,-1.2107805779677896,0.2732312961117544,1.0,Y,-0.4429764299858663,1.1372153024024365,0.2732312961117546,1,-0.6145310567710509,-2.160288844874668,False,False,False,False,True,False
0,-0.5351285348633134,2.5167904679656767,-0.10414774995196399,0.2732312961117544,0.0,Y,0.6341298391602851,0.8112364965681508,0.2732312961117546,0,1.1875590425037659,0.12471680438712059,False,False,False,False,True,False
2,-0.40079182329933666,-0.5544873301529852,-0.7705073023055794,0.2732312961117544,1.0,Y,-0.6303194711882396,-0.3955281137878222,0.2732312961117546,1,-1.2438005566305501,-0.9367087503711017,True,True,False,False,True,False
0,-0.18077450179882365,0.13432708915781494,0.5741110801222516,0.2732312961117544,1.0,Y,-0.1101287438794164,-0.49537058428888836,0.2732312961117546,1,0.14887740327705698,0.8297297272042946,True,True,True,False,False,False
0,-0.2803802586657722,-0.5544873301529852,-0.6277159696583761,0.2732312961117544,1.0,Y,-0.5164260590428762,-0.3083200552688369,0.2732312961117546,1,-0.8362777903489638,-0.6582165845181062,False,False,False,False,False,False
